EstablecimientoCodigo;EstablecimientoGlosa;EstablecimientoCodigoAntiguo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion
200228;Centro Médico y Dental Servicio de Bienestar MOP;11-948;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Médico y Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13101;Santiago;Calle;59;Morandé;224493355;06-06-1980;NO;No Aplica;No Aplica;-33.443018;-70.653049;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
111291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;11-291;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Médico y Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13101;Santiago;Calle;70;Profesora Amanda Labarca;223479000;01-01-2009;NO;No Aplica;No Aplica;-33.442973;-70.655523;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;01-03-2023
200699;Centro de Cáncer Red de Salud UC CHRISTUS;11-917;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;319;Diagonal Paraguy;;;NO;No Aplica;No Aplica;-33.442892;-70.641022;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
112317;Centro de Salud Familiar Ossandon;12-317;;;13;Región Metropolitana de Santiago;12.0;Servicio de Salud Metropolitano Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13113;La Reina;Calle;8419;Echenique;226517295;;NO;No Aplica;No Aplica;-33.442855;-70.54447;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200142;SAPU La Reina;12-903;12-317;112317.0;13;Región Metropolitana de Santiago;12.0;Servicio de Salud Metropolitano Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13113;La Reina;Calle;8419;Echenique;226517291;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.442773;-70.544433;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
112303;Centro de Salud Familiar Aguilucho;12-303;;;13;Región Metropolitana de Santiago;12.0;Servicio de Salud Metropolitano Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13123;Providencia;Calle;3292;El Aguilucho;222743516;;NO;No Aplica;No Aplica;-33.442673;-70.597096;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200715;Centro de Especialidades Médicas Red de Salud UC CHRISTUS;12-951;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;352;Marcoleta;;;NO;No Aplica;No Aplica;-33.442651;-70.639037;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
111212;Laboratorio Labocenter;11-212;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;13101;Santiago;Calle;22;Mac-Iver;226330867;01-01-2009;NO;No Aplica;No Aplica;-33.442579;-70.646414;Privado;Vigente en Operación Habitual;;No Aplica;
106405;Posta de Salud Rural Lagunillas;06-405;;;5;Región De Valparaíso;6.0;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5102;Casablanca;Calle;;Rojas Montt;;;NO;No Aplica;No Aplica;-33.442468;-71.45254;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
110627;COSAM Municipal de Pudahuel;10-627;10-010;110010.0;13;Región Metropolitana de Santiago;10.0;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Municipal;Secundario;13124;Pudahuel;Calle;9176;San Pablo;226402572;16-10-2012;NO;No Aplica;No Aplica;-33.442437;-70.76465;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;20-05-2022
200139;SAPU Pudahuel Poniente;10-921;10-351;110351.0;13;Región Metropolitana de Santiago;10.0;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13124;Pudahuel;Calle;620;Federico Errázuriz;226433336;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.442413;-70.764867;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;02-03-2022
110100;Hospital San Juan de Dios (Santiago, Santiago);10-100;;;13;Región Metropolitana de Santiago;10.0;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Autogestionado en Red (EAR);Servicio de Salud;Terciario;13101;Santiago;Calle;3255;Huérfanos;225741900;;SI;Urgencia Hospitalaria (UEH);No Aplica;-33.442394;-70.679188;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
200917;Instituto Oftalmológico Dr. David Bitran;;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13123;Providencia;Avenida;943;Salvador;225941401;05-08-2013;NO;No Aplica;No Aplica;-33.442344;-70.624128;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
111200;Hospital Clínico Red de Salud UC CHRISTUS;11-200;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;;Terciario;13101;Santiago;Calle;367;Marcoleta;223543103;01-01-2009;SI;Urgencia Hospitalaria (UEH);No Aplica;-33.442233;-70.640349;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
111292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;11-292;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;13101;Santiago;Calle;350;Marcoleta;223543534;01-01-2009;NO;No Aplica;No Aplica;-33.442163;-70.640257;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111276;Clínica UC Red de Salud UC CHRISTUS;11-276;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13101;Santiago;Calle;40;Lira;223696000;01-01-2009;NO;No Aplica;No Aplica;-33.442159;-70.641311;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;
111269;Centro de Salud Vida Integra Bandera;11-269;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;101;Bandera;222333700;01-01-2009;NO;No Aplica;No Aplica;-33.441929;-70.651903;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
110281;Centro de Oncología Preventiva de la Universidad de Chile;10-281;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Quinta Normal;Calle;299;Carlos Schachtebeck;226822057;01-01-2009;NO;No Aplica;No Aplica;-33.441882;-70.683538;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
200575;Centro Odontológico Uno Salud Dental Manquehue;12-938;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13114;Las Condes;Avenida;430;Manquehue Sur, Local 1-A;6007071010;02-08-2013;NO;No Aplica;No Aplica;-33.410835;-70.566112;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
111299;Integramédica Bandera;11-299;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;162;Bandera;226366666;01-01-2009;NO;No Aplica;No Aplica;-33.441528;-70.652402;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
111283;Centro Asistencial AChS Santiago;11-283;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;1428;Agustinas;225657200;01-01-2009;NO;No Aplica;No Aplica;-33.441492;-70.656611;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
110201;Clínica Psiquiátrica Santa Cecilia;10-201;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13101;Santiago;Calle;2247;Huérfanos;226990643;01-01-2009;NO;No Aplica;No Aplica;-33.44129;-70.66728;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;
111288;Centro de Salud Mutual CChC Agustinas;11-288;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;1365;Agustinas;228765700;01-01-2009;NO;No Aplica;No Aplica;-33.441165;-70.655942;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200869;Centro de Evaluación del Trabajo (CET) Santiago Centro;11-918;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;865;Agustinas;227879925;13-11-2018;NO;No Aplica;No Aplica;-33.440462;-70.648817;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200389;Centro Comunitario de Salud Familiar Amapolas;12-923;12-311;112311.0;13;Región Metropolitana de Santiago;12.0;Servicio de Salud Metropolitano Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;13120;Ñuñoa;Calle;4899;Amapolas;228000649;05-07-2017;NO;No Aplica;No Aplica;-33.440308;-70.580009;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111222;Laboratorio Sigma;11-222;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;13101;Santiago;Calle;3040;Catedral;226816101;01-01-2009;NO;No Aplica;No Aplica;-33.440215;-70.677134;Privado;Vigente en Operación Habitual;;No Aplica;
200091;Mirandes S.P.A.;12-991;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;726;Salvador;226119550;15-04-2014;NO;No Aplica;No Aplica;-33.44015;-70.62442;Privado;Vigente en Operación Habitual;Pendiente;Atención Cerrada-Hospitalaria;
112243;Centro CONIN Credes;12-243;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Corporación para la Nutrición Infantil (CONIN);Establecimiento de Salud;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;1880;Pedro de Valdivia;224810555;01-01-2009;NO;No Aplica;No Aplica;-33.439977;-70.606741;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;
200518;Centro Odontológico Uno Salud Dental Melipilla;10-930;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13501;Melipilla;Calle;561-565;Plaza de Armas;6007071010;18-07-2018;NO;No Aplica;No Aplica;-33.686251;-71.214487;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200572;Laboratorio Clínico Dipreca - Sala Externa de Toma de Muestras;11-913;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Fuerzas Armadas y de Orden (FFAA);No Aplica;13101;Santiago;Calle;257;Mac Iver, pisos 9;295177700;27-04-2000;NO;No Aplica;No Aplica;-33.439732;-70.646582;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;;No Aplica;
112513;Clínica Astra Providencia;12-513;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13123;Providencia;Calle;701;Rancagua;222741377;01-01-2009;NO;No Aplica;No Aplica;-33.43968;-70.62347;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
111263;Centro Integramédica;11-263;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;1147;Huérfanos;226923300;01-01-2009;NO;No Aplica;No Aplica;-33.439526;-70.652881;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
110621;COSAM Lo Prado;10-621;10-010;110010.0;13;Región Metropolitana de Santiago;10.0;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Municipal;Secundario;13117;Lo Prado;Calle;1052;San Germán;225744851;;NO;No Aplica;No Aplica;-33.439516;-70.719801;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200556;Hospital Digital;;;;13;Región Metropolitana de Santiago;95.0;Servicio de Salud N/A;Perteneciente al Sistema Nacional de Servicios de Salud;Atención Remota;Establecimiento de Salud;No Aplica;Servicio de Salud;No Aplica;13101;Santiago;Calle;670;Huérfanos, Piso 18;933858910;05-11-2018;NO;No Aplica;No Aplica;-33.439415;-70.646293;Público;Vigente en Operación Habitual;;No Aplica;25-08-2022
110315;Centro de Salud Familiar Santa Anita;10-315;;;13;Región Metropolitana de Santiago;10.0;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13117;Lo Prado;Calle;5302;Camino de Loyola;225743051;;NO;No Aplica;No Aplica;-33.43929;-70.7093;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200140;SAPU Santa Anita;10-922;10-315;110315.0;13;Región Metropolitana de Santiago;10.0;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13117;Lo Prado;Calle;5302;Camino de Loyola;227864684;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.439204;-70.709532;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
112254;Instituto Clínico Oncológico Fundación Arturo López Pérez;12-254;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;Terciario;13123;Providencia;Calle;878;Rancagua;224457278;01-01-2009;NO;No Aplica;No Aplica;-33.43913;-70.62242;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
111217;Centro de Salud Diagnostiko Ltda;11-217;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;121;Victoria Subercaseaux;226328076;01-01-2009;NO;No Aplica;No Aplica;-33.439095;-70.642253;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
111381;Centro de Salud Familiar Ignacio Domeyko;11-381;;;13;Región Metropolitana de Santiago;11.0;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13101;Santiago;Calle;543;Cueto;225747650;;NO;No Aplica;No Aplica;-33.438921;-70.672467;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200933;SAPU Ignacio Domeyko;11-923;11-381;111381.0;13;Región Metropolitana de Santiago;11.0;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13101;Santiago;Calle;543;Cueto;224985441;13-06-2016;SI;Urgencia Ambulatoria (SAPU);Corto;-33.438921;-70.672467;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200892;JB Medical Test SpA;11-920;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Primario;13101;Santiago;Calle;370;Ahumada, oficina 728;227443387;;NO;No Aplica;No Aplica;-33.438854;-70.648809;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
112502;Clínica Las Acacias;12-502;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;537;Salvador;222237977;01-01-2009;NO;No Aplica;No Aplica;-33.43878;-70.62518;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
200323;Centro Odontológico Uno Salud Dental Merced;11-951;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13101;Santiago;Calle;501;Merced, Piso 2;6007071010;06-05-2016;NO;No Aplica;No Aplica;-33.437624;-70.644432;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
112269;Instituto de Enfermedades Circulatorias;12-269;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13123;Providencia;Calle;988;Miguel Claro;227140600;01-01-2009;NO;No Aplica;No Aplica;-33.438456;-70.618338;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
106728;Centro Comunitario de Salud Familiar Isla Negra;06-728;06-328;106328.0;5;Región De Valparaíso;6.0;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;5604;El Quisco;Calle;4100;Isidoro Dubournais;352469646;;NO;No Aplica;No Aplica;-33.43842;-71.684086;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
112218;Clínica Miguel Claro;12-218;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13123;Providencia;Calle;988;Miguel Claro;222649487;01-01-2009;NO;No Aplica;No Aplica;-33.438311;-70.618322;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;
112959;Bioánalisis Ltda.;12-959;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;32;Bustamante;222051976;01-01-2009;NO;No Aplica;No Aplica;-33.438106;-70.632423;Privado;Vigente en Operación Habitual;;No Aplica;
110272;Clínica Fundación Gantz;10-272;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;Secundario;13124;Pudahuel;Calle;8545;El Lazo;226438512;01-01-2009;NO;No Aplica;No Aplica;-33.438055;-70.747937;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;
112103;Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica;12-103;;;13;Región Metropolitana de Santiago;12.0;Servicio de Salud Metropolitano Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Autogestionado en Red (EAR);Servicio de Salud;Terciario;13123;Providencia;Calle;717;José Manuel Infante;225755000;;NO;No Aplica;No Aplica;-33.437988;-70.621882;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
111216;Laboratorio Santiago Centro;11-216;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;13101;Santiago;Calle;418;San Antonio;226392276;01-01-2009;NO;No Aplica;No Aplica;-33.437979;-70.64855;Privado;Vigente en Operación Habitual;;No Aplica;
200893;Centro de Atencion Integral Merced;11-921;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;472;Merced, piso 3;228107802;;NO;No Aplica;No Aplica;-33.437978;-70.65123;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
112960;Dilab;12-960;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13123;Providencia;Avenida;6;Vicuña Mackenna, Piso 1;222223112;01-01-2009;NO;No Aplica;No Aplica;-33.437953;-70.634743;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200253;Centro de Salud La Araucana Salud;11-949;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13101;Santiago;Calle;472;Merced;229645751;19-10-2011;NO;No Aplica;No Aplica;-33.437944;-70.643933;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
112958;Laboratorio Clínico Bionet S.A. - Providencia;12-958;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;4;Vicuña Mackenna, Piso 3;222224289;01-01-2009;NO;No Aplica;No Aplica;-33.437839;-70.634761;Privado;Vigente en Operación Habitual;;No Aplica;
111010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Central);11-010;;;13;Región Metropolitana de Santiago;11.0;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Dirección Servicio de Salud;Unidad de Atención;No Aplica;Servicio de Salud;No Aplica;13101;Santiago;Calle;381;Victoria Subercaseaux;;;NO;No Aplica;No Aplica;-33.437836;-70.643062;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200265;Centro Comunitario de Salud Familiar Andacollo;12-908;12-303;112303.0;13;Región Metropolitana de Santiago;12.0;Servicio de Salud Metropolitano Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;13123;Providencia;Calle;1661;Andacollo;;18-08-2016;NO;No Aplica;No Aplica;-33.437671;-70.606248;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200655;Centro Metropolitano de Atención Prehospitalaria;11-915;;;13;Región Metropolitana de Santiago;11.0;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Regulación Médica de las Urgencias (SAMU);Establecimiento de Salud;No Aplica;Servicio de Salud;Terciario;13101;Santiago;Calle;176;Nueva Bueras;232204845;29-11-2016;SI;Urgencia ambulatoria privada;No Aplica;-33.437666;-70.644218;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Abierta-Ambulatoria;
200330;Centro Odontológico Uno Salud Dental Moneda;11-953;;;13;Región Metropolitana de Santiago;13.0;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13101;Santiago;Calle;953;Moneda;6007071010;06-07-2011;NO;No Aplica;No Aplica;-33.441773;-70.650018;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
